Tournament,Stage,Match Type,Match Name,Team,Action,Map
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,FNATIC vs BBL Esports,BBL Esports,ban,Bind
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,GIANTX vs Natus Vincere,Natus Vincere,ban,Lotus
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,GIANTX vs Natus Vincere,GIANTX,ban,Icebox
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,GIANTX vs Natus Vincere,Natus Vincere,pick,Bind
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,GIANTX vs Natus Vincere,GIANTX,pick,Haven
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,GIANTX vs Natus Vincere,Natus Vincere,ban,Sunset
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,GIANTX vs Natus Vincere,GIANTX,ban,Corrode
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,BBL Esports,ban,Bind
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,Team Heretics,ban,Corrode
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,BBL Esports,pick,Icebox
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,Team Heretics,pick,Ascent
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,BBL Esports,ban,Lotus
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,Team Heretics,ban,Sunset
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Liquid vs GIANTX,GIANTX,ban,Bind
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Liquid vs GIANTX,Team Liquid,ban,Haven
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Liquid vs GIANTX,GIANTX,pick,Sunset
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Liquid vs GIANTX,Team Liquid,pick,Corrode
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Liquid vs GIANTX,GIANTX,ban,Lotus
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Liquid vs GIANTX,Team Liquid,ban,Icebox
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,FNATIC vs Karmine Corp,Karmine Corp,ban,Ascent
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,FNATIC vs Karmine Corp,FNATIC,ban,Sunset
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,FNATIC vs Karmine Corp,Karmine Corp,pick,Haven
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,FNATIC vs Karmine Corp,FNATIC,pick,Corrode
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,FNATIC vs Karmine Corp,Karmine Corp,ban,Icebox
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,FNATIC vs Karmine Corp,FNATIC,ban,Lotus
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,Natus Vincere vs Team Vitality,Team Vitality,ban,Icebox
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,Natus Vincere vs Team Vitality,Natus Vincere,ban,Lotus
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,Natus Vincere vs Team Vitality,Team Vitality,pick,Haven
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,Natus Vincere vs Team Vitality,Natus Vincere,pick,Bind
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,Natus Vincere vs Team Vitality,Team Vitality,ban,Sunset
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,Natus Vincere vs Team Vitality,Natus Vincere,ban,Ascent
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,GIANTX vs FNATIC,FNATIC,ban,Ascent
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,GIANTX vs FNATIC,GIANTX,ban,Bind
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,GIANTX vs FNATIC,FNATIC,pick,Lotus
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,GIANTX vs FNATIC,GIANTX,pick,Sunset
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,GIANTX vs FNATIC,FNATIC,ban,Haven
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,GIANTX vs FNATIC,GIANTX,ban,Icebox
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,Team Heretics vs Natus Vincere,Natus Vincere,ban,Lotus
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,Team Heretics vs Natus Vincere,Team Heretics,ban,Corrode
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,Team Heretics vs Natus Vincere,Natus Vincere,pick,Icebox
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,Team Heretics vs Natus Vincere,Team Heretics,pick,Haven
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,Team Heretics vs Natus Vincere,Natus Vincere,ban,Ascent
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,Team Heretics vs Natus Vincere,Team Heretics,ban,Sunset
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,BBL Esports vs Team Liquid,BBL Esports,ban,Corrode
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,BBL Esports vs Team Liquid,Team Liquid,ban,Icebox
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,BBL Esports vs Team Liquid,BBL Esports,pick,Ascent
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,BBL Esports vs Team Liquid,Team Liquid,pick,Sunset
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,BBL Esports vs Team Liquid,BBL Esports,ban,Haven
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,BBL Esports vs Team Liquid,Team Liquid,ban,Lotus
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,GIANTX vs Natus Vincere,Natus Vincere,ban,Lotus
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,GIANTX vs Natus Vincere,GIANTX,ban,Bind
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,GIANTX vs Natus Vincere,Natus Vincere,pick,Icebox
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,GIANTX vs Natus Vincere,GIANTX,pick,Sunset
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,GIANTX vs Natus Vincere,Natus Vincere,ban,Ascent
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,GIANTX vs Natus Vincere,GIANTX,ban,Corrode
VCT 2025: EMEA Stage 2,Playoffs,Lower Final,BBL Esports vs GIANTX,BBL Esports,ban,Corrode
VCT 2025: EMEA Stage 2,Playoffs,Lower Final,BBL Esports vs GIANTX,GIANTX,ban,Icebox
VCT 2025: EMEA Stage 2,Playoffs,Lower Final,BBL Esports vs GIANTX,BBL Esports,pick,Ascent
VCT 2025: EMEA Stage 2,Playoffs,Lower Final,BBL Esports vs GIANTX,GIANTX,pick,Sunset
VCT 2025: EMEA Stage 2,Playoffs,Lower Final,BBL Esports vs GIANTX,BBL Esports,pick,Bind
VCT 2025: EMEA Stage 2,Playoffs,Lower Final,BBL Esports vs GIANTX,GIANTX,pick,Lotus
VCT 2025: EMEA Stage 2,Playoffs,Grand Final,Team Liquid vs GIANTX,Team Liquid,ban,Icebox
VCT 2025: EMEA Stage 2,Playoffs,Grand Final,Team Liquid vs GIANTX,Team Liquid,ban,Haven
VCT 2025: EMEA Stage 2,Playoffs,Grand Final,Team Liquid vs GIANTX,Team Liquid,pick,Bind
VCT 2025: EMEA Stage 2,Playoffs,Grand Final,Team Liquid vs GIANTX,GIANTX,pick,Lotus
VCT 2025: EMEA Stage 2,Playoffs,Grand Final,Team Liquid vs GIANTX,Team Liquid,pick,Sunset
VCT 2025: EMEA Stage 2,Playoffs,Grand Final,Team Liquid vs GIANTX,GIANTX,pick,Ascent
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs TALON,BOOM Esports,ban,Sunset
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs TALON,TALON,ban,Ascent
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs TALON,BOOM Esports,pick,Bind
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs TALON,TALON,pick,Icebox
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs TALON,BOOM Esports,ban,Lotus
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs TALON,TALON,ban,Corrode
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Nongshim RedForce vs Team Secret,Nongshim RedForce,ban,Icebox
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Nongshim RedForce vs Team Secret,Team Secret,ban,Bind
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Nongshim RedForce vs Team Secret,Nongshim RedForce,pick,Sunset
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Nongshim RedForce vs Team Secret,Team Secret,pick,Ascent
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Nongshim RedForce vs Team Secret,Nongshim RedForce,ban,Corrode
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Nongshim RedForce vs Team Secret,Team Secret,ban,Haven
VCT 2025: Pacific Stage 2,Group Stage,Week 1,T1 vs Paper Rex,T1,ban,Icebox
VCT 2025: Pacific Stage 2,Group Stage,Week 1,T1 vs Paper Rex,Paper Rex,ban,Corrode
VCT 2025: Pacific Stage 2,Group Stage,Week 1,T1 vs Paper Rex,T1,pick,Haven
VCT 2025: Pacific Stage 2,Group Stage,Week 1,T1 vs Paper Rex,Paper Rex,pick,Lotus
VCT 2025: Pacific Stage 2,Group Stage,Week 1,T1 vs Paper Rex,T1,ban,Bind
VCT 2025: Pacific Stage 2,Group Stage,Week 1,T1 vs Paper Rex,Paper Rex,ban,Ascent
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Gen.G,DRX,ban,Sunset
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Gen.G,Gen.G,ban,Bind
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Gen.G,DRX,pick,Corrode
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Gen.G,Gen.G,pick,Haven
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Gen.G,DRX,ban,Lotus
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Gen.G,Gen.G,ban,Ascent
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Global Esports,Rex Regum Qeon,ban,Lotus
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Global Esports,Global Esports,ban,Sunset
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Global Esports,Rex Regum Qeon,pick,Haven
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Global Esports,Global Esports,pick,Corrode
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Global Esports,Rex Regum Qeon,ban,Icebox
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Global Esports,Global Esports,ban,Ascent
VCT 2025: Pacific Stage 2,Group Stage,Week 1,ZETA DIVISION vs DetonatioN FocusMe,ZETA DIVISION,ban,Ascent
VCT 2025: Pacific Stage 2,Group Stage,Week 1,ZETA DIVISION vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Bind
VCT 2025: Pacific Stage 2,Group Stage,Week 1,ZETA DIVISION vs DetonatioN FocusMe,ZETA DIVISION,pick,Haven
VCT 2025: Pacific Stage 2,Group Stage,Week 1,ZETA DIVISION vs DetonatioN FocusMe,DetonatioN FocusMe,pick,Lotus
VCT 2025: Pacific Stage 2,Group Stage,Week 1,ZETA DIVISION vs DetonatioN FocusMe,ZETA DIVISION,ban,Corrode
VCT 2025: Pacific Stage 2,Group Stage,Week 1,ZETA DIVISION vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Sunset
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Nongshim RedForce,DRX,ban,Sunset
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Nongshim RedForce,Nongshim RedForce,ban,Corrode
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Nongshim RedForce,DRX,pick,Icebox
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Nongshim RedForce,Nongshim RedForce,pick,Bind
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Nongshim RedForce,DRX,ban,Ascent
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Nongshim RedForce,Nongshim RedForce,ban,Haven
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs T1,T1,ban,Bind
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs T1,BOOM Esports,ban,Icebox
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs T1,T1,pick,Ascent
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs T1,BOOM Esports,pick,Corrode
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs T1,T1,ban,Haven
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs T1,BOOM Esports,ban,Lotus
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Global Esports vs Team Secret,Global Esports,ban,Sunset
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Global Esports vs Team Secret,Team Secret,ban,Haven
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Global Esports vs Team Secret,Global Esports,pick,Bind
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Global Esports vs Team Secret,Team Secret,pick,Corrode
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Global Esports vs Team Secret,Global Esports,ban,Ascent
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Global Esports vs Team Secret,Team Secret,ban,Icebox
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Paper Rex vs DetonatioN FocusMe,Paper Rex,ban,Corrode
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Paper Rex vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Bind
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Paper Rex vs DetonatioN FocusMe,Paper Rex,pick,Lotus
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Paper Rex vs DetonatioN FocusMe,DetonatioN FocusMe,pick,Haven
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Paper Rex vs DetonatioN FocusMe,Paper Rex,ban,Ascent
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Paper Rex vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Sunset
VCT 2025: Pacific Stage 2,Group Stage,Week 1,TALON vs ZETA DIVISION,TALON,ban,Ascent
VCT 2025: Pacific Stage 2,Group Stage,Week 1,TALON vs ZETA DIVISION,ZETA DIVISION,ban,Corrode
VCT 2025: Pacific Stage 2,Group Stage,Week 1,TALON vs ZETA DIVISION,TALON,pick,Icebox
VCT 2025: Pacific Stage 2,Group Stage,Week 1,TALON vs ZETA DIVISION,ZETA DIVISION,pick,Bind
VCT 2025: Pacific Stage 2,Group Stage,Week 1,TALON vs ZETA DIVISION,TALON,ban,Lotus
VCT 2025: Pacific Stage 2,Group Stage,Week 1,TALON vs ZETA DIVISION,ZETA DIVISION,ban,Sunset
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Gen.G,Gen.G,ban,Bind
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Gen.G,Rex Regum Qeon,ban,Lotus
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Gen.G,Gen.G,pick,Sunset
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Gen.G,Rex Regum Qeon,pick,Ascent
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Gen.G,Gen.G,ban,Corrode
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Gen.G,Rex Regum Qeon,ban,Icebox
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,Global Esports,ban,Lotus
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,Gen.G,ban,Bind
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,Global Esports,pick,Icebox
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,Gen.G,pick,Haven
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,Global Esports,ban,Sunset
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,Gen.G,ban,Ascent
VCT 2025: Pacific Stage 2,Group Stage,Week 2,TALON vs DetonatioN FocusMe,TALON,ban,Ascent
VCT 2025: Pacific Stage 2,Group Stage,Week 2,TALON vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Bind
VCT 2025: Pacific Stage 2,Group Stage,Week 2,TALON vs DetonatioN FocusMe,TALON,pick,Sunset
VCT 2025: Pacific Stage 2,Group Stage,Week 2,TALON vs DetonatioN FocusMe,DetonatioN FocusMe,pick,Corrode
VCT 2025: Pacific Stage 2,Group Stage,Week 2,TALON vs DetonatioN FocusMe,TALON,ban,Haven
VCT 2025: Pacific Stage 2,Group Stage,Week 2,TALON vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Lotus
VCT 2025: Pacific Stage 2,Group Stage,Week 2,T1 vs ZETA DIVISION,ZETA DIVISION,ban,Ascent
VCT 2025: Pacific Stage 2,Group Stage,Week 2,T1 vs ZETA DIVISION,T1,ban,Lotus
VCT 2025: Pacific Stage 2,Group Stage,Week 2,T1 vs ZETA DIVISION,ZETA DIVISION,pick,Corrode
VCT 2025: Pacific Stage 2,Group Stage,Week 2,T1 vs ZETA DIVISION,T1,pick,Sunset
VCT 2025: Pacific Stage 2,Group Stage,Week 2,T1 vs ZETA DIVISION,ZETA DIVISION,ban,Icebox
VCT 2025: Pacific Stage 2,Group Stage,Week 2,T1 vs ZETA DIVISION,T1,ban,Bind
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Rex Regum Qeon vs Nongshim RedForce,Nongshim RedForce,ban,Sunset
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Rex Regum Qeon vs Nongshim RedForce,Rex Regum Qeon,ban,Lotus
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Rex Regum Qeon vs Nongshim RedForce,Nongshim RedForce,pick,Corrode
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Rex Regum Qeon vs Nongshim RedForce,Rex Regum Qeon,pick,Haven
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Rex Regum Qeon vs Nongshim RedForce,Nongshim RedForce,ban,Bind
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Rex Regum Qeon vs Nongshim RedForce,Rex Regum Qeon,ban,Ascent
VCT 2025: Pacific Stage 2,Group Stage,Week 2,DRX vs Team Secret,DRX,ban,Sunset
VCT 2025: Pacific Stage 2,Group Stage,Week 2,DRX vs Team Secret,Team Secret,ban,Haven
VCT 2025: Pacific Stage 2,Group Stage,Week 2,DRX vs Team Secret,DRX,pick,Icebox
VCT 2025: Pacific Stage 2,Group Stage,Week 2,DRX vs Team Secret,Team Secret,pick,Corrode
VCT 2025: Pacific Stage 2,Group Stage,Week 2,DRX vs Team Secret,DRX,ban,Bind
VCT 2025: Pacific Stage 2,Group Stage,Week 2,DRX vs Team Secret,Team Secret,ban,Lotus
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,BOOM Esports,ban,Icebox
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Paper Rex,ban,Ascent
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,BOOM Esports,pick,Bind
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Paper Rex,pick,Lotus
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,BOOM Esports,ban,Sunset
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Paper Rex,ban,Haven
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Gen.G,ban,Sunset
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Team Secret,ban,Haven
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Gen.G,pick,Lotus
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Team Secret,pick,Ascent
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Gen.G,ban,Bind
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Team Secret,ban,Icebox
VCT 2025: Pacific Stage 2,Group Stage,Week 3,TALON vs T1,TALON,ban,Ascent
VCT 2025: Pacific Stage 2,Group Stage,Week 3,TALON vs T1,T1,ban,Icebox
VCT 2025: Pacific Stage 2,Group Stage,Week 3,TALON vs T1,TALON,pick,Corrode
VCT 2025: Pacific Stage 2,Group Stage,Week 3,TALON vs T1,T1,pick,Lotus
VCT 2025: Pacific Stage 2,Group Stage,Week 3,TALON vs T1,TALON,ban,Haven
VCT 2025: Pacific Stage 2,Group Stage,Week 3,TALON vs T1,T1,ban,Bind
VCT 2025: Pacific Stage 2,Group Stage,Week 3,BOOM Esports vs DetonatioN FocusMe,BOOM Esports,ban,Icebox
VCT 2025: Pacific Stage 2,Group Stage,Week 3,BOOM Esports vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Bind
VCT 2025: Pacific Stage 2,Group Stage,Week 3,BOOM Esports vs DetonatioN FocusMe,BOOM Esports,pick,Lotus
VCT 2025: Pacific Stage 2,Group Stage,Week 3,BOOM Esports vs DetonatioN FocusMe,DetonatioN FocusMe,pick,Corrode
VCT 2025: Pacific Stage 2,Group Stage,Week 3,BOOM Esports vs DetonatioN FocusMe,BOOM Esports,ban,Sunset
VCT 2025: Pacific Stage 2,Group Stage,Week 3,BOOM Esports vs DetonatioN FocusMe,DetonatioN FocusMe,ban,Haven
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Rex Regum Qeon vs DRX,Rex Regum Qeon,ban,Lotus
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Rex Regum Qeon vs DRX,DRX,ban,Sunset
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Rex Regum Qeon vs DRX,Rex Regum Qeon,pick,Bind
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Rex Regum Qeon vs DRX,DRX,pick,Ascent
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Rex Regum Qeon vs DRX,Rex Regum Qeon,ban,Corrode
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Rex Regum Qeon vs DRX,DRX,ban,Icebox
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Nongshim RedForce vs Global Esports,Global Esports,ban,Sunset
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Nongshim RedForce vs Global Esports,Nongshim RedForce,ban,Icebox
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Nongshim RedForce vs Global Esports,Global Esports,pick,Corrode
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Nongshim RedForce vs Global Esports,Nongshim RedForce,pick,Bind
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Nongshim RedForce vs Global Esports,Global Esports,ban,Haven
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Nongshim RedForce vs Global Esports,Nongshim RedForce,ban,Lotus
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Paper Rex vs ZETA DIVISION,ZETA DIVISION,ban,Icebox
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Paper Rex vs ZETA DIVISION,Paper Rex,ban,Ascent
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Paper Rex vs ZETA DIVISION,ZETA DIVISION,pick,Lotus
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Paper Rex vs ZETA DIVISION,Paper Rex,pick,Sunset
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Paper Rex vs ZETA DIVISION,ZETA DIVISION,ban,Corrode
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Paper Rex vs ZETA DIVISION,Paper Rex,ban,Bind
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Gen.G vs Nongshim RedForce,Gen.G,ban,Bind
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Gen.G vs Nongshim RedForce,Nongshim RedForce,ban,Haven
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Gen.G vs Nongshim RedForce,Gen.G,pick,Lotus
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Gen.G vs Nongshim RedForce,Nongshim RedForce,pick,Ascent
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Gen.G vs Nongshim RedForce,Gen.G,ban,Sunset
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Gen.G vs Nongshim RedForce,Nongshim RedForce,ban,Icebox
VCT 2025: Pacific Stage 2,Group Stage,Week 4,TALON vs Paper Rex,TALON,ban,Sunset
VCT 2025: Pacific Stage 2,Group Stage,Week 4,TALON vs Paper Rex,Paper Rex,ban,Corrode
VCT 2025: Pacific Stage 2,Group Stage,Week 4,TALON vs Paper Rex,TALON,pick,Bind
VCT 2025: Pacific Stage 2,Group Stage,Week 4,TALON vs Paper Rex,Paper Rex,pick,Icebox
VCT 2025: Pacific Stage 2,Group Stage,Week 4,TALON vs Paper Rex,TALON,ban,Haven
VCT 2025: Pacific Stage 2,Group Stage,Week 4,TALON vs Paper Rex,Paper Rex,ban,Ascent
VCT 2025: Pacific Stage 2,Group Stage,Week 4,DRX vs Global Esports,DRX,ban,Sunset
VCT 2025: Pacific Stage 2,Group Stage,Week 4,DRX vs Global Esports,Global Esports,ban,Bind
VCT 2025: Pacific Stage 2,Group Stage,Week 4,DRX vs Global Esports,DRX,pick,Lotus
VCT 2025: Pacific Stage 2,Group Stage,Week 4,DRX vs Global Esports,Global Esports,pick,Icebox
VCT 2025: Pacific Stage 2,Group Stage,Week 4,DRX vs Global Esports,DRX,ban,Ascent
VCT 2025: Pacific Stage 2,Group Stage,Week 4,DRX vs Global Esports,Global Esports,ban,Haven
VCT 2025: Pacific Stage 2,Group Stage,Week 4,BOOM Esports vs ZETA DIVISION,BOOM Esports,ban,Icebox
VCT 2025: Pacific Stage 2,Group Stage,Week 4,BOOM Esports vs ZETA DIVISION,ZETA DIVISION,ban,Bind
VCT 2025: Pacific Stage 2,Group Stage,Week 4,BOOM Esports vs ZETA DIVISION,BOOM Esports,pick,Lotus
VCT 2025: Pacific Stage 2,Group Stage,Week 4,BOOM Esports vs ZETA DIVISION,ZETA DIVISION,pick,Corrode
VCT 2025: Pacific Stage 2,Group Stage,Week 4,BOOM Esports vs ZETA DIVISION,BOOM Esports,ban,Haven
VCT 2025: Pacific Stage 2,Group Stage,Week 4,BOOM Esports vs ZETA DIVISION,ZETA DIVISION,ban,Sunset
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Rex Regum Qeon vs Team Secret,Team Secret,ban,Haven
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Rex Regum Qeon vs Team Secret,Rex Regum Qeon,ban,Lotus
